accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	F_coverage	G_coverage	genome_coverage
KP862067	KP862067.1	KP862067	2003-01-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862068	KP862068.1	KP862068	2003-01-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862069	KP862069.1	KP862069	2003-01-30	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862070	KP862070.1	KP862070	2003-02-02	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862071	KP862071.1	KP862071	2003-02-04	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862072	KP862072.1	KP862072	2003-02-11	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.625	0.040
KP862073	KP862073.1	KP862073	2003-02-14	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862074	KP862074.1	KP862074	2003-02-23	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862075	KP862075.1	KP862075	2003-02-24	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862076	KP862076.1	KP862076	2003-02-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862077	KP862077.1	KP862077	2003-02-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862078	KP862078.1	KP862078	2003-02-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862079	KP862079.1	KP862079	2003-03-07	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862080	KP862080.1	KP862080	2003-03-23	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862081	KP862081.1	KP862081	2003-04-08	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KC263040	KC263040.1	KC263040	2003-04-26	Africa	Kenya			Homo sapiens	2013-02-17		Agoti et al		Agoti,C.N., Gitahi,C.W., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.658	0.042
KP862082	KP862082.1	KP862082	2003-04-26	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862083	KP862083.1	KP862083	2003-05-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.625	0.040
KY296618	KY296618.1	KY296618	2004-XX-XX	Asia	China			Homo sapiens	2018-12-10		Song et al		Song,J., Wang,H., Ng,T.I., Cui,A., Zhu,S., Huang,Y., Sun,L., Yang,Z., Yu,D., Yu,P., Zhang,H., Zhang,Y., Xu,W.		1.000	0.000	0.114
MF496611	MF496611.1	R93-172	2004-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496612	MF496612.1	R93-173	2004-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496613	MF496613.1	R93-175	2004-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496614	MF496614.1	R93-176	2004-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.700	0.043
MF496615	MF496615.1	R93-194	2004-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496616	MF496616.1	R93-197	2004-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
KC263041	KC263041.1	KC263041	2004-02-04	Africa	Kenya			Homo sapiens	2013-02-17		Agoti et al		Agoti,C.N., Gitahi,C.W., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.658	0.042
JN968360	JN968360.1	V04-2204047	2004-02-05	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.		0.000	0.340	0.022
JN968291	JN968291.1	V04-2204244	2004-02-06	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.		0.000	0.280	0.018
KP862084	KP862084.1	KP862084	2004-02-23	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862085	KP862085.1	KP862085	2004-03-02	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862086	KP862086.1	KP862086	2004-03-03	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862087	KP862087.1	KP862087	2004-03-08	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862088	KP862088.1	KP862088	2004-03-10	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862089	KP862089.1	KP862089	2004-03-19	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862090	KP862090.1	KP862090	2004-03-24	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862091	KP862091.1	KP862091	2004-04-02	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862092	KP862092.1	KP862092	2004-04-15	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862093	KP862093.1	KP862093	2004-04-20	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862094	KP862094.1	KP862094	2004-04-20	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
KP862095	KP862095.1	KP862095	2004-04-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.626	0.040
JN968296	JN968296.1	V04-2228793	2004-08-02	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.		0.000	0.280	0.018
JN968297	JN968297.1	V04-2241360	2004-10-27	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.		0.000	0.280	0.018
KP862096	KP862096.1	KP862096	2004-11-24	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862097	KP862097.1	KP862097	2004-11-24	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862098	KP862098.1	KP862098	2004-11-25	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862099	KP862099.1	KP862099	2004-11-25	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862100	KP862100.1	KP862100	2004-11-26	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862101	KP862101.1	KP862101	2004-11-30	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862102	KP862102.1	KP862102	2004-12-05	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.682	0.042
KP862103	KP862103.1	KP862103	2004-12-05	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862104	KP862104.1	KP862104	2004-12-07	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862105	KP862105.1	KP862105	2004-12-12	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862106	KP862106.1	KP862106	2004-12-12	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862107	KP862107.1	KP862107	2004-12-12	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862109	KP862109.1	KP862109	2004-12-13	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862110	KP862110.1	KP862110	2004-12-14	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862111	KP862111.1	KP862111	2004-12-14	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862112	KP862112.1	KP862112	2004-12-16	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862113	KP862113.1	KP862113	2004-12-16	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
JN968366	JN968366.1	V04-2247769	2004-12-17	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.		0.000	0.285	0.018
KP862108	KP862108.1	KP862108	2004-12-17	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862114	KP862114.1	KP862114	2004-12-17	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862115	KP862115.1	KP862115	2004-12-19	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862116	KP862116.1	KP862116	2004-12-20	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862117	KP862117.1	KP862117	2004-12-20	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862118	KP862118.1	KP862118	2004-12-22	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862119	KP862119.1	KP862119	2004-12-22	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862120	KP862120.1	KP862120	2004-12-24	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862121	KP862121.1	KP862121	2004-12-24	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862122	KP862122.1	KP862122	2004-12-25	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862123	KP862123.1	KP862123	2004-12-25	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862124	KP862124.1	KP862124	2004-12-26	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862125	KP862125.1	KP862125	2004-12-26	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862126	KP862126.1	KP862126	2004-12-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862127	KP862127.1	KP862127	2004-12-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862128	KP862128.1	KP862128	2004-12-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862129	KP862129.1	KP862129	2004-12-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862130	KP862130.1	KP862130	2004-12-27	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862131	KP862131.1	KP862131	2004-12-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862132	KP862132.1	KP862132	2004-12-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862133	KP862133.1	KP862133	2004-12-28	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862134	KP862134.1	KP862134	2004-12-29	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862135	KP862135.1	KP862135	2004-12-29	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862136	KP862136.1	KP862136	2004-12-29	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862137	KP862137.1	KP862137	2004-12-29	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862138	KP862138.1	KP862138	2004-12-30	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862139	KP862139.1	KP862139	2004-12-30	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
MF372404	MF372404.1	Bogota/2005/5690	2005-XX-XX	South America	Colombia			Homo sapiens	2017-10-25		Avila et al		Avila,V., Calvo,E.P., Barbosa,J., Velandia-Romero,M.L., Castellanos,J.E.		0.000	0.409	0.029
MF372405	MF372405.1	Bogota/2005/6085	2005-XX-XX	South America	Colombia			Homo sapiens	2017-10-25		Avila et al		Avila,V., Calvo,E.P., Barbosa,J., Velandia-Romero,M.L., Castellanos,J.E.		0.081	0.403	0.039
MF372414	MF372414.1	Bogota/2005/5469	2005-XX-XX	South America	Colombia			Homo sapiens	2017-10-25		Avila et al		Avila,V., Calvo,E.P., Barbosa,J., Velandia-Romero,M.L., Castellanos,J.E.		0.069	0.405	0.038
MF496617	MF496617.1	R94-1079	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496618	MF496618.1	R94-953	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.641	0.039
MF496619	MF496619.1	R94-955	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496620	MF496620.1	R94-957	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.641	0.040
MF496621	MF496621.1	R94-958	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.641	0.039
MF496622	MF496622.1	R94-969	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.641	0.040
MF496623	MF496623.1	R94-960	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MF496624	MF496624.1	R94-961	2005-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.		0.000	0.705	0.043
MK167034	MK167034.1	MK167034	2005-XX-XX	North America	USA			Homo sapiens	2019-01-09		Greninger et al		Greninger,A.L., Shean,R.C., Makhsous,N.		1.000	1.000	0.997
OK649753	OK649753.1	OK649753	2005-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.		1.000	1.000	0.999
OK649754	OK649754.1	OK649754	2005-XX-XX	North America	USA			Homo sapiens	2021-11-07		Wang et al		Wang,L., Ng,T.F.F., Castro,C.J., Marine,R.L., Magana,L.C., Esona,M., Peret,T.C.T., Thornburg,N.J.		1.000	1.000	0.999
KP862140	KP862140.1	KP862140	2005-01-01	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
KP862153	KP862153.1	KP862153	2005-01-01	Africa	Kenya	Kilifi District		Homo sapiens	2015-05-19		Agoti et al		Agoti,C.N., Otieno,J.R., Ngama,M., Mwihuri,A.G., Medley,G.F., Cane,P.A., Nokes,D.J.		0.000	0.689	0.043
